2026-05-26 14:12:14 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-26 14:26:36 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:26:52 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:27:24 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:27:40 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:28:13 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:28:28 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:29:00 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:29:15 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:29:47 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 45s (attempt 3/3)
2026-05-26 14:30:39 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:30:54 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:31:33 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:31:48 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:32:38 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:32:53 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:33:26 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:33:42 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:34:14 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:34:30 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:35:02 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 45s (attempt 3/3)
2026-05-26 14:35:48 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:36:05 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:36:21 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:36:52 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 45s (attempt 3/3)
2026-05-26 14:37:38 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:37:54 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:38:34 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:38:50 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:40:19 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:40:35 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:41:08 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:41:24 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 30s (attempt 2/3)
2026-05-26 14:41:54 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 45s (attempt 3/3)
2026-05-26 14:42:45 | WARNING  | app.services.embeddings:_embed_with_gemini:117 | Embedding 429 rate limit — waiting 15s (attempt 1/3)
2026-05-26 14:43:24 | ERROR    | app.services.document:process_document_pipeline:407 | Pipeline failed for document 5efe45d0-5480-4365-94ba-8fb91c85c2cc: Unequal lengths for fields: ids: 141, metadatas: 141, embeddings: 135, documents: 141 in upsert.
2026-05-26 14:43:25 | INFO     | app.repositories.document:update_document_status:109 | Document updated: 5efe45d0-5480-4365-94ba-8fb91c85c2cc, status: failed
